ツイートID,ツイート本文
1629314014181490688,@toshi81350036 同じ人なんですか？？
1629313101572227072,@ksgiksg 発信すると抜けにツッコミが入って勉強になるケースが多すぎて…！
1629310858986913794,私をフォローするとExcelに詳しくなるどころか、私にExcelを教える羽目になるという、どうしようもないアカウント
1629310042284630019,RT @ShiodaKayak: これExcelだ https://t.co/hArik5mJtR
1629308224485867520,"@KotorinChunChun たしかに、鬱陶しいからグループ化してるのに、その部分を通過しないと閉じるボタンに辿り着けないのはよく考えると不便ですね

まだまだ思考の深さが足りませんでした"
1629307699459665925,"@ShiodaKayak 違うんかい笑

して欲しいのは予測じゃなくて見切れない印刷なんですよねえ〜"
1629305759510179841,@y0nodera よくあるおせっかいですね
1629305331057852417,"いいこと教えてもらいました
グループ化はたたむ方向を変えられる！

皆様、いつも色々教えて下さりありがとうございます！ https://t.co/P1iINoNtwp"
1629303462591881217,@TempemLoid それ見習ってはだめなやつ！！
1629297287829790721,@6uAGyHMZ9ifr9Qp 私ひとりで作っていたらそうなっていたでしょう…笑
1629296301518069763,@Monyons 自分がやった方が早いとのバランスが難しいですね
1629296116813672450,@_reime どうなっていくんでしょうね、楽しみです
1629295206158962691,@_reime 最後の人間のお仕事はなんと図形位置の微調整だった…
1629295069319806976,@KotorinChunChun @_reime シュレディンガーのオートシェイプ…
1629294864516145152,@ShiodaKayak @_reime これはやばい笑
1629294769003466752,"#もしExcelにAIが搭載されたら

それでも印刷ズレは残る"
1629294077194944512,@Monyons 指導なら良いのですが、力関係の誇示かな？と思うような場合は良くないなと思います！！
1629293669122727936,"RT @Tsutsui0524: ←Excelのヘルプ

→ChatGPT https://t.co/TOXa8nDSZf"
1629271455086305280,"RT @bookent_info: ⚡2月25日  新着ランキング⚡

関数ちゃんと学ぶエクセル仕事術 実務で役立つExcel関数を擬人化したら？（できるビジネス）
筒井.xls（著）

＼キャラクター  Amazonランキング第1位！／ [2月25日0時点]
https://…"
1629271328871301120,"RT @Tsutsui0524: 値の種類の数を求める
これ、数式見てもよく分からないんですよね
最新の関数使えば楽そうです

解説はこの記事が分かりやすいです
https://t.co/yLgJJnZub3 https://t.co/W3KBXrO1tB"
1629122727746613253,「迷惑をかけるExcel」は名フレーズですね…！ https://t.co/K2o0lScWta
1629121693984882689,@sakutan2020 これはつけといて欲しいです笑
1629115021518331904,"@ksgiksg よいものだからですよ
自信持ってください！"
1629101096668139524,"@jae02546 このシール作るのにもデータ必要ですよね？？
回り道しているようにしか…"
1629100861912911873,@YaTcNd Wordも使えるようになりたいです！
1629099841468121091,@Chiba_U1 これ知りたかったやつです！！
1629098440230830080,"@shota_Excellent 本当によかったです…！！
しょうたさんの能力が発揮される環境でありますように"
1629097735029919745,"@waenavi_jp 番兵って名前があるんですね
解説ありがとうございました！"
1629097504183824384,"RT @waenavi_jp: 解説
求める数値は黒の星★の個数ですが、
Excel的には「黒の星★を抽出するには白の星☆の位置を求める」と考えます。
FINDで白の星☆の位置を求めて、LEFTを使えば黒の星★を抽出するすることができます。

参考
Excelで特定の文字を検索…"
1629097274709262336,"RT @Tsutsui0524: 擬人化やって分かった
これだけは使えたほうがいいExcel関数8人
#関数ちゃん

IF：条件分岐
SUM：数値合計
ROUND：四捨五入
LEFT：左側文字抽出
SUMIF：条件一致合計
COUNTA：データの個数
COUNTIF：条件一致個…"
1629097012300861441,"先輩「このエクセル見て」

後輩「はい」

先輩「ここを修正してくれる？」

後輩「今すぐ修正すれば一瞬で終わるのに（はい）」"
1629063334904451072,"WordはいっそEnterが3回連続で入力されたら改ページに変換してくれると良いと思った

(改ページは『 Ctrl + Enter 』で入力できます)"
1629052343571316740,@blacklist_ryu @lsd_tsuru な、何をすれば良いのかわからないです！
1629051255187460097,ファイル転送サービスで応募書類送付して、ダウンロード通知がきた1分後に企業から不採用通知が来るのはエグいて
1629034559525502977,"@kz_avant_prtmps ふふっ…てなりました笑
たしかに似てますね"
1629031806019465219,@kz_avant_prtmps えっ、どういうことです…！？
1629027787783946240,@toshi81350036 いっとき流行りましたよね
1629020818805252097,RT @Tsutsui0524: いつも私の前にエクセル開いてる「ほかのユーザー」ってどんな人なんだろう？ https://t.co/CE6oDCjqPC
1629014050633031680,@KiryuShin29 いつまでも訪れないという
1629010745055911936,"@mine__0 私ももっと使えると思ってました
どれだけこき使う気なのかって感じですよね…笑"
1629003691716902913,"こういうのの繰り返しで、働いてるように見えない時間が非常に長い

 #関数ちゃん https://t.co/r1lwEXms7w"
1629001346983792641,いつになっても提出期限が来ないと思ったら=TODAY()+14
1628997331608825856,すごい！ https://t.co/dNTvaTCPOX
1628977305048723457,"RT @ksgiksg: できた―！自信作😄
Teamsの投稿に添付されたファイルをOneDriveに一括保存して通知するフロー https://t.co/665RlPaBWW"
1628972989520785413,"今月は今日を含めて3営業日か…
ちょっと頑張っておきますか https://t.co/9WmWC8YMne"
1628936889486147585,"@911_takuya @hy_11 日々前進するタクヤ先生にはいつも勇気をもらっています！
おめでとうございます！"
1628932166834069504,"値の種類の数を求める
これ、数式見てもよく分からないんですよね
最新の関数使えば楽そうです

解説はこの記事が分かりやすいです
https://t.co/yLgJJnZub3 https://t.co/W3KBXrO1tB https://t.co/GJntjdbFCT"
1628910387424014336,"RT @palrim2: 最近これ関連で
ふざけんな案件が発生したので
時間計算をエクセルでするときは気を付けた方が良き・・・"
1628904107766616064,"@marumin21 私も同じ理由で後発組です
必要に迫られないと手が向かないという…

しかし、あの人が言ってたアレはこういうことか！！みたいな楽しみがあるので、それはそれでヨシです！"
1628897635183763456,@Rin2331 うつくしい…！
1628895198393602048,RT @Excel_design_Dr: これ覚えとくといいよ👇 https://t.co/emZWvSZ906
1628892127672553472,"@manpei49 教えてくださった上にURLまで！
ご親切にありがとうございます！
助かります！！"
1628887603880824832,"@manpei49 えええ、これ切り替えれるんですか！？
ちょっと試してみます
ありがとうございます！"
1628886050335760385,"@manpei49 下につくとは？？
どういうことですか？"
1628883902461882371,名前がわかっていれば、調べられる！ https://t.co/O0bWjFQFgM
1628782243878682627,"@sakutan2020 このツイート、リプや引用がすごいためになりますね
いいこと知りました！"
1628781817628340226,"@patchcraftsman おおっ、進めたのですね！！
条件付き書式の設定面倒なので喜ばれそうです"
1628780186983596034,@turkey_jp そういうのもいけそうですよね〜
1628780050920378370,@TL15yoD 私よりは優秀ですね
1628779526330404865,"@une_tempete 昨日終わらせましたよ！
昨年はふるさと納税ミスしたので今年は頑張って早めにしたつもりです…！"
1628777689887952897,@kotlinhighway ありがとうございます！
1628777678261350400,@Anubis_369 なぜキレるんです！？笑
1628776583438761986,@dgravity28 コメントに画像を設定するのは365でなくてもできますよ！
1628746060784074753,モニターにものさし当てて表をチェックしてた頃を思い出す所作ですね https://t.co/Zu68k71HZR
1628743291515858945,@apis_r よく見る後ろ姿ですね笑
1628742484955398144,"RT @Tsutsui0524: 時間を足し算する時は表示形式を以下の様に設定します

[h]:mm

これをもっと早く知っていれば… https://t.co/qBgT3Phu2J"
1628741560786378754,@trc_games こういう決まりがある数字ですっていう感じですね！
1628741072963911681,@NvZpg なるほどダイアログ！
1628729636036268032,この機能で国税庁HPのスクショを入れたりしてます https://t.co/K49MOsTgxF
1628694403664715776,"365のExcelでは一枚目が「コメント」、二枚目が「メモ」といいます
「メモ」は従来の「コメント」のことです

どうしてこんなことするの…？？ https://t.co/rh8Mu2DSnH"
1628684215356366849,"RT @matudakta: これ、ワイのことかな？

すべての属人化がワイに集約される！笑"
1628681512869834752,RT @ShiodaKayak: 属人化を解消できるかどうかはキミ次第だよおじさん「属人化を解消できるかどうかはキミ次第だよ」
1628671938821492737,"RT @youth_matsu: 今日の４コマ
#星デミPLUS https://t.co/xfMSrER6lb"
1628669828902055937,@ExcelVBAer にゃっとさー！
1628655255503376384,"bingに「てにをは」を1箇所だけ間違えた、100字程度の文章を出力してもらいました。
やるなぁ～～ https://t.co/CAf3ahPL4O"
1628648123747934208,@sakutan2020 すごい、本当ですね https://t.co/GVrO4tIV4p
1628643120446590979,"別に…

的なノリかと思ってました！
そういう意味でしたか… https://t.co/DHTG4khF9c"
1628609978264342528,@monakan いくら頑張っても頭打ち…笑
1628608529279090688,"上司「Excelによる属人化を排除すべくシステム化する」

部下「そうですか」

上司「導入は業務に詳しいキミにぜんぶ任せる」

部下「また属人化すっぞ」"
1628598129397465088,"時間を足し算する時は表示形式を以下の様に設定します

[h]:mm

これをもっと早く知っていれば… https://t.co/qBgT3Phu2J"
1628593348834656256,RT @yosatonet: これほんとね。
1628590619903029248,"@Excel0806 文字列になって計算に使う時にトラブルが起きる可能性がありますね！

自分で手を動かしてみるのも良いと思います！ https://t.co/NBzUUBGMIH"
1628588881510805504,RT @Yukino_Tugumi: 文字化け「Download繝輔か繝ｫ繝?繧医ｊExcel縺ｸ譚･縺滂ｼ」がなんとなく読める…Excelで遭遇しがちなネタに反応する人たち https://t.co/R5GOffzBDs #Togetter @togetter_jpより
1628587333162520576,"@Kawazan_you この散布図やばいですね
知らなかったです

安易にデータ型が変わるような数式は使わないほうが良いですね"
1628582787879141376,"@Kawazan_you https://t.co/CiASxEA8cF

これですかね
数字のように見える文字列を弾かない散布図"
1628582309413920771,@Kawazan_you どういうことですか？
1628580150395944960,@excelspeedup XLOOKUPで縦横いっぺんに引っ張れないのはがっかりしました…笑
1628579358079328259,"@dz11 T関数めっちゃ良いですね！
数字が文字列に変わったりしないので事故も起こりにくそうです"
1628568742832783361,"参照元が空白だと0になる問題

参照元が文字列なら最後に『&amp;""""』を付けることで解決できます
VLOOKUP関数の数式なら『=VLOOKUP(C1,A1:B5,2,FALSE)&amp;""""』
という感じです

数値、日付には使わないように注意です https://t.co/i5L9k9DPTt"
1628560047424049153,"RT @sugoi_kaizen: なので基本、この数字のみによるシート指定方法は特定のシートを指定するための書き方には使わないで…と申し上げてます。

その時点で何番目にあるシートを指定したいとか、全シートに巡回処理してく時にForの変数を括弧に入れるとか、そんな使い方ですね。"
1628537995837194240,"@toshi81350036 この手の計算方法を覚えられないという…
今は覚えてます！覚えました！"
1628534596081180674,"RT @Tsutsui0524: プログラミング的思考が育つ(？)おもちゃで遊んでいる幼稚園児に聞かれました

「プログラミングって…いっぱいしっぱいするっていうこと？」

そうそうそう！！"
1628533205950431232,"2009年に出版された本なので内容が古いですけど、参考に読みました。
あの言葉の由来はこれだったのか…みたいな発見は結構ありました。
『知っているだけで恥ずかしい』…タイトルが好きです笑

#広告 #AD
知ってるだけで恥ずかしい 現代オタク用語の基礎知識 https://t.co/tVD0FW9Pjy @amazonより"
1628528793597124608,@hkym_beta 名前本当大事ですよね…！！
1628528628844892160,RT @hkym_beta: 「ピボット解除」というキーワードに行き当たらなくて、やり方に困ってたやつだ。
1628523947779309569,@toshi81350036 ありがとうございますー！
1628466685144608769,RT @Helio3TroPium: ずっと欲しかったやつ！笑
1628466628781551616,LINEスタンプ新しいの作りたい
1628455157792137216,"@6uAGyHMZ9ifr9Qp おめでとうございます！！
当然の結果！！"
1628436482208968704,"@Kawazan_you ちゃんと計算されるか心配なりますよね
わかります"
1628432310545809408,@matsbox たしかに…！！笑
1628428951470350336,"@StudykExcel これかわいいですね！！
Ctrl + Z でガチャ引き直しできたら良いのに…！！"
1628427941117063169,"RT @bookent_info: ⚡2月23日  新着ランキング⚡

関数ちゃんと学ぶエクセル仕事術 実務で役立つExcel関数を擬人化したら？（できるビジネス）
筒井.xls（著）

＼キャラクター  Amazonランキング第1位！／ [2月23日0時点]
https://…"
1628379995281436674,RT @hiroyuki_kosai: まさにそのとおり！
1628367060307963904,RT @keiriman210529: こういう広め方ができるのは素敵ですね。やってみようかなって思わせる動機づけになりそう。
1628345353740382209,"DXはデジタルトランスフォーメーションの略

これを覚えた時点で、ほぼやり遂げた感覚に陥っているのではないか…"
1628330505975234560,"プログラミング的思考が育つ(？)おもちゃで遊んでいる幼稚園児に聞かれました

「プログラミングって…いっぱいしっぱいするっていうこと？」

そうそうそう！！"
1628321624121548800,@IT_craftmanship ！！
1628314585035055105,@toshi81350036 これ、元がこうだったんです
1628314399785250821,"とりあえず出版に向けた作業が一段落しました！出ますよ～

#関数ちゃん 本の発売日が3/14ということに関しまして、シリアル値が45000である3/15を狙ったがずれたと推測されていますが、そのような事実は一切ございません

あと今日は#ねこの日 なのでCONCATちゃん！ https://t.co/yhkZ4RTheS https://t.co/nzcPpmU4we"
1628299154178080768,@DraScentET 正直ですね…笑
1628289362986401794,"@StudykExcel 全然何でもできないです
本紹介頂けたら嬉しいです！

セルさんの説明画像は落ち着いたデザインでおしゃれですね！"
1628286722944671744,"@ShiodaKayak なるほど、そういう映り方もするんですね
これは見落としやすそうですね

青のりじゃないんですよね？"
1628268408394649602,"@KiryuShin29 =ROUND(A1/VALUE(""100,000,000""),0)

こうですね"
1628248427174977538,@nacho_funabashi おおっ、近いうちに説明します！
1628247749870370818,@RelaxTools 我ながらTLにRelaxtoolsたんがいると癒やされます
1628243820310831105,"@ShiodaKayak インジケーター映ります？？
スクリーンショット…？？"
1628241916478517248,@toshi81350036 @ankoromochi7793 @MasazaneKunohe @ksgiksg これヤジロベーのだ！！
1628241389220945920,@ticktackworker 記号を数字にすれば、ダメージ計算に使えそうですよね！
1628234372469100545,パワークエリを使えば数ステップでポケモンのタイプ相性表をピボット解除できます https://t.co/BsMh4zLZJF
1628225371194920960,@shamo_ken 消すのはそれでいけそうですよね
1628223597117583366,見たことないですね… https://t.co/YEIb3iloBR
1628223169306959872,猫の日きたー！ https://t.co/skQyzcLoC4
1628217888279785474,"#Excel
A1セルの一円単位の金額を、四捨五入で1億円単位にしたい

=ROUND(A1/100000000,0)
これより

=ROUND(A1/10^8,0)
0を数えなくて済むこっちオススメ"
1628212605147054080,@ksgiksg 公式にリツイートされてますね笑
1628197810561781760,"@ellnore_pad_267 お小遣い羨ましいです！！
(なぜかえるさんがタイムラインに表示されにくいっぽいので、コミュニケーションをとってみます)"
1628197183660134405,@waenavi_jp なんとかMODちゃんに助けてもらえないか検討しましたが、ここでは出番なさそうでしたね…笑
1628181069492285443,"RT @nami_Asupport: すごーっ😳
何かわからないけどいろんなことに使えそうな気がする。"
1628180172972376066,"@toshi81350036 さらにこう！
https://t.co/nwDkxi9Ef9"
1628173562879299584,"TwitterBlue申し込んでみました

ブックマークのフォルダ分けは私にとって嬉しい機能、これだけでも価値がある…は言い過ぎですね https://t.co/j7hvIpHuPU"
1628172919443693569,"@NreviewTorito 侵略…笑
あとは発売日を待つのみです"
1628170889975177217,"@sakurami_azuki ピボットは旧式が人気ですね
どうして変えてしまったんでしょうね…笑"
1628160145774747648,"『F2キー』
セルを編集する

シンプルですが、かなり快適になります
セルのダブルクリックには、遥か彼方へ吹っ飛ばされる問題が…
#Excel https://t.co/x3Ken877nC"
1628158693027241985,"RT @Tsutsui0524: Excelの3Dマップをグリグリ動かすの楽しい…！

元データがあれば数分でできます
動画は都道府県別・住宅地平均価格のデータを使っています https://t.co/boAUvr3Ob9"
1628054098556907521,@azapanman これでゴールの上の方が空いてただろとか言われそうです
1628047772787277824,@KotorinChunChun サクサクでしたよね！
1628045956603334658,"@aYF0VBQp0LL5KLP めくらばん
あるあるですね…"
1628039281678901249,"@patchcraftsman 難しいということが分かったではないですか！
また閃いて進み始めるかもしれませんし"
1628039102175260673,@koge_pan_man これ2016です！
1628039003508445184,"@avdvsr そこは、普通にアナログを想定してました
ただ、転記のしやすさを考えた紙ですかね"
1628037203040534528,@IT_craftmanship イケメンにした人が勝ち選手権で笑
1628035555291455492,"@IT_craftmanship これ目は中央表示にしてもらってませんよね
鼻の向き的に正しい…のか！？"
1628033554306445312,"@y0nodera 私は新しい機能どんとこいですよ
まぁ会社のエクセルには増えないですけどね"
1628033313545023489,"@avdvsr めちゃくちゃ便利そうですね

あまりにレベルが高いので、ついて来れなかったのかもしれないですね
もう少しチープな作りだと、受け入れやすかったりするのかもしれません…わかりませんが"
1628032902318673920,"@avdvsr 紙で書いたものを、Excelに転記というフローで再チャレンジしようと思っています

自分がいつの分の注文したのか忘れてる人とかいますしね
昼時間に誰の弁当？弁当足りないって呼び出されるのは嫌なんです

本当、メリット大きいんですけどね〜"
1628031906976784384,@hiroyuki_kosai 感動しますよね
1628031348706541569,"@StudykExcel 対話形式で読みやすかったです
引数の指定が簡単なのが良いですよねCONCAT！"
1628030563390193664,"@avdvsr 失礼します
素晴らしいアイデアだと思います

弊社でも似たような改善提案がありましたが、全員がエクセルへ入力はできないからと採用されません

わざわざ紙がある場所まで歩いたりしているので、効率良くなる筈なんですけどね"
1628028935937347590,@toshi81350036 @ksgiksg 調べたら無邪気に恐竜の尻尾斬ってましたね
1628028111123087363,"@shota_Excellent 議事録って「誰が」の部分が課題ですよね
事前に学習させればクリアできるのなら、AIに頑張っていただきたい"
1628027823842635777,@IT_craftmanship ずるいですねこれ笑
1628027445310853120,@Excel90071276 無駄に盛り上がるかもしれません笑
1628027399668367362,"@toshi81350036 @ksgiksg そんな刀が印象的な作品でもないのに、誰の刀なんでしょうね
トランクスのは刀というより剣っぽかったような"
1628019975117230083,@saitomoko 初めて聞いてみてます！
1628019063409774592,@tom_yamaki それは流石に
1628018426378866688,@toshi81350036 これ、背景のイラストは刀ですかね？
1628018285739646979,時事系記事のタイトル、まともなの考えられないならAIに作らせたら良いのに
1628016547385208832,"Office TANAKAが4月から変わる！？
セミナー方面で…！？"
1628014438703050753,@yaromai_ 褒め文も素晴らしいですね笑
1628012951738400768,"@DainaTsutsumi @bokutama_enju これすごいですよね
あえて末尾に一個足す…！"
1628002913451900929,@miriko_h 数字で表現していて分かりやすいですね
1627998431892611072,"@furyutei あえて足す
この発想できるの凄いなと…"
1627998295397367810,"@tamuramasashi2 文字コード、どう使えばいいか思いつきませんでした
こういう角度も良いですね〜！"
1627998075380994048,@proten2199 SUBSTITUTEの使い方が良いですね！
1627997179230183425,@toshi81350036 相手はピッ
1627996739918761985,"@tdyu05 Firestorageダメですか？
サイト見にいったら広告だらけで驚きましたけど"
1627996358329376768,@sugoi_kaizen 作者の方が日経新聞の新社会人向けメッセージで上司にキレるのはよせって言ってましたね笑
1627992380128505858,@callmekohei 褒められるためにやってるんじゃないって言われそうですね笑
1627987122677514240,@ten10tem 混ざったら分からない、ということです
1627986968809463809,@ksgiksg 逆に属人化上等でいったらどこまで行けるのか見てみたいですけどね笑
1627986680597852160,"MicrosoftはExcelに機能や関数追加するより
機能を減らして安定して動くやつ作ったほうが称賛されるのではなかろうか"
1627986465186791428,@TETRA_IT 喧嘩する気なんです？笑
1627985979276685312,"これは
ロジック考えるのしんどいけど楽しい
完成品見た時の達成感凄い
二重取りのやつ！ https://t.co/XWOQaZQH3x"
1627985180844777474,@ksgiksg 週末検証えらい…
1627977819568635904,"@TaniponVBA できるはず…
というより日本がオマケくらいの感じだと思いますよ"
1627977661699215361,@ayuina それですよ笑
1627977429536079872,テーブル（物理） https://t.co/gEPFRfMQX2
1627977393553178626,@saitomoko たのしみですね！
1627977097112342529,"@yosatonet 東京高すぎなので、もっと別のサンプルも良かったですね
しかし、お国の提供するデータはなかなか手強いです"
1627976835480059907,RT @yosatonet: 最高のExcelの使い道
1627971107147104256,"RT @waenavi_jp: 自分が思いつかなかったら無駄だとか実用でないとか・・・素直に勉強不足だと認めましょう。
FINDの式すらかけない人は全員「FINDちゃん」に謝ってください。
肝心な時に助けてもらえませんよ。

https://t.co/Bw9E01faQf"
1627920907351252992,@IT_craftmanship 現世のお友達の扱いには作者も苦慮していそうです…
1627916276411801600,"Excelの3Dマップをグリグリ動かすの楽しい…！

元データがあれば数分でできます
動画は都道府県別・住宅地平均価格のデータを使っています https://t.co/boAUvr3Ob9"
1627912869605179393,@IT_craftmanship BLEACHってこんな絵柄でしたっけ…
1627904951686148096,コーヒーは飲むよりデスクにぶち撒ける方が眠気が覚めるというのはその通りなのですが Ctrl + Z 効かないのには参りました https://t.co/QV4yYbuYKE
1627899333709549568,@Bug1978 方眼紙にしとるwww
1627899218303283202,"@lw0j_chirarin いいですね！
FINDをIFERRORがカバー！！"
1627897777819914242,"@toshi81350036 @hoehoe1234 この発想はうなりますね〜

ご馳走、ご馳走！"
1627897214541647872,"@37nfZ9bQuPMQJnA マナーが100パーセント守れますね

https://t.co/7yDu00YP9v"
1627894396355231745,@Sankyuri いいですね！
1627888872654008321,"SUMIF関数使えると使えないとではExcelの集計作業に大きな差が出ると思います

さらにSUMIFS関数でもう一歩先へ…

エクセル関数SUMIF関数の機能や使い方を擬人化キャラクターで初心者向けにかんたんに図解・解説します https://t.co/whk1cuDjCh"
1627880665072173056,"=6-find(“A1”,""★★★★★☆☆☆☆☆"")

20字以内むずかしい https://t.co/wqSJe2uPby"
1627874856267321345,@Dev_Clips このアイデア凄いですね！
1627874248747528192,RT @mikimomo_as: 20字以内パターンがひとつしか出せないかなしみ #Excel #エクセルクイズ回答 https://t.co/0qFafp2IbX
1627874239780102144,RT @Kabura_net14831: 20文字以内じゃないけどパッと思いつくのはこれくらやった...。短くするの難しいね。20文字以内となるとどんなトリック使うんやろ https://t.co/oRWoy8RV8R
1627874000159506433,Excelのセルは、元々は一つだったセルが細胞のように分裂してできたと考えると、セル結合はセル分裂の解除ということになる
1627864927301152768,@_reime イラスト投稿サービスでも、画像の添付上手くいかなくて文やらタグが消えて意気消沈することあります笑
1627862377420173312,"役員
「うちが貸したお金、貸付先のBSのどこにあるの？」

私
「あ、この借入金というところですね。」

役員
「そうじゃなくて。現金の方。」

私
「それは…わからんですね。」"
1627847777115082753,"今日21時！
見たい！ https://t.co/uFUaCaswnf"
1627835357013368832,"朝礼でAIを使って自社の志望動機を出力してドヤりました…
ごめんなさい"
1627823753446182912,"RT @nal_dal_dere: IFとCONCATはめちゃくちゃ応用力がある関数。
先週金曜日にどういう数式組み立てたら通るか1日悩んでいた仕事を、ふと日曜日にIFとCOUNTIFとCONCAT組み合わせた式を思いついたらあっさり通った。
CONCATは古いExcelでは使…"
1627803669373804547,普段の入力は挿入モードで、Insertキーを押したら上書きモードに切り替わるのだから、OverWrite(上書き)キーの方がしっくりきませんか？ https://t.co/9fWmMdL25T
1627796390624780288,"おはようございます！

=NOW()

Excel関数 NOW関数が
2023/02/21 7:24 をお知らせします https://t.co/avYvvu3NKk"
1627720271460433922,"RT @waenavi_jp: 逆に、星マークを数値化する数式を20字以内で。

#エクセルクイズ https://t.co/2O3vqKpLGm"
1627656749187731456,"RT @Tsutsui0524: ブログ更新しました！
エクセル関数擬人化20人目、CONCAT関数です！
まだまだ追加していきますよ〜

CONCAT関数 擬人化キャラクター解説！エクセル関数の機能や使い方を図やイラストでかんたんに説明します！ https://t.co/XH…"
1627656390692200450,@hpeo_jp これ分かります笑
1627655737727127553,@mir_for_note これは思いつきませんでしたし、発想が素晴らしいです
1627655583313838080,"手もとで試せていないですが、素敵な数式！！
IF関数の使い方上手すぎます

CONCATはこれができるんですよね！ https://t.co/wVkiwqhkJb"
1627654547379458053,"半端に技能身につけるより、相手に自分がやった方が早いと思わせた方が楽できる

その場はね"
1627653052173017089,"RT @Kabura_net14831: これはきっと発音した言葉と聞き手の言語が違ったんだろうな......w
ちなみに文字化けした文字をそのまま読むとどんな発音になるんだろう"
1627651992935075840,@kaz_krome か、かっこいい
1627645346523521024,"RT @Tsutsui0524: これは面白いかも！

=REPLACE(""★★★★★☆☆☆☆☆"",B8+1,5,"""") https://t.co/nunAVSces6"
1627606485521035265,あらゆるものをデータ化したらしたで、佐藤ハイフン郎とか出てきそう
1627601200807026688,"「あのエクセル？おかしくなってからずっと使ってないよ！」

十分な聞き取りを行い、苦労して作ったエクセルファイルに対して発せられた言葉で、同僚が膝から崩れ落ちた。"
1627584246117462017,"RT @Tsutsui0524: さようなら すべての改ページ

改ページを全部消して、仕切り直しができます
改ページの調整も結構頭を悩ませる問題ですよね https://t.co/FO6b7rCYXL"
1627552246560079875,"エクセルの改修を頼まれる
↓
数式を直したら数値が変動
↓
これを使って会議を…？
↓
エクセルと会議の廃止を提案←いまココ"
1627544554701479936,@ezokanzo デザイン素敵すぎて…！
1627521381842964480,@571008910fukkie もうね、笑いましょうｗ
1627517071683891201,もう笑うしかない https://t.co/FvGEsTqku0
1627516816435343361,@tako_and_kitune はい、そこが問題ですよね
1627513065318252544,"税の制度は分かりやすくシンプルに作られてて
「こんなに分かりやすいのに正しく納税できないなんて！」
って怒られるくらいであって欲しい"
1627490862291910658,@toshi81350036 ちょっとフォント小さいやつ笑
1627489417169625088,"@best_of_baka カッコつけてなんぼです笑

https://t.co/bvkjYn5vby"
1627475576222269442,@TAKAMAN02345158 いいこと言いますね〜
1627471471709945857,"数字が合わない合わないと唸ってた人が、急に悟ったような顔で数字合いましたと言う

これは、どっちだ…"
1627462041958232064,RT @Tsutsui0524: HTMLの理解 https://t.co/BWQMdHemSb
1627441793074860032,"RT @Tsutsui0524: 謌代′蜷阪?繧｢繧ｷ繧ｿ繧ｫ?

Download繝輔か繝ｫ繝?繧医ｊExcel縺ｸ譚･縺滂ｼ

縺昴↑縺溘◆縺｡縺ｯCSV繧呈ｭ｣縺励￥繧､繝ｳ繝昴?繝医〒縺阪ｋ莠句漁蜩｡縺具ｼ https://t.co/9fqDelBvMu"
1627355754608074755,@RigelWired 良いです
1627353933860704258,@ankoromochi7793 Windowsでしたか
1627349219525935104,"RT @bookent_info: ⚡2月20日  新着ランキング⚡

関数ちゃんと学ぶエクセル仕事術 実務で役立つExcel関数を擬人化したら？（できるビジネス）
筒井.xls（著）

＼キャラクター  Amazonランキング第2位！／ [2月20日0時点]
https://…"
1627343101386985472,"@saitomoko そこは分かってます！
うーん、こちらこそ指摘してくださった方を晒す意図はないです念のため

引用はやめて、本文の正しい数式を使わせてもらう形にしましょうか？"
1627337796569690112,"@ticktackworker これ私が小学生の頃、ひたすら書いてたやつと同じです
使い方を説明するのはたしかに難しいですね"
1627336940357062656,@ShiodaKayak すごく分かりやすい解説…！
1627321271687188481,"ご指摘いただいた通り、数式間違ってます

https://t.co/vgE5hrzBfI"
1627318448325009411,@mimicopytanoshi 機能の存在自体が素晴らしいですよね！
1627307485756551172,RT @Tsutsui0524: これからのトレンド https://t.co/VIk9Y9R1lq
1627291675742830594,"@Pythonist19 もっと悪いやつ

https://t.co/REg8akLLN0"
1627289203368402944,RT @ch_suekichi: ほんとにこれでエクセル壊れた！って言ってくる人いるからなぁ
1627289066592169984,@saitomoko バックアップないと詰みますね
1627288024852873217,@saitomoko 本当ですね、ここは-1ですね
1627287919194173441,"RT @saitomoko: 絶望

ROW()-1の方が多いかも。"
1627281895628353536,Excelでさんざんソートした後、元に戻そうと通し番号を確認すると「ROW()+1」
1627276179299504128,"RT @Tsutsui0524: 分身が得意なIFちゃんですが、特別なイコール（キットカット）を持っているのは1人だけ！

#関数ちゃん https://t.co/TJuXxNffdy"
1627275883894669314,RT @aoetk: 頼むからいい加減BOMなしUTF-8に対応して…
1627195034079723523,RT @lw0j_chirarin: 去れ
1627152092187222017,@toshi81350036 リアルでは1人も通じないと思います
1627151852948291584,RT @kos59125: BOM つけてやれよ。
1627151824498348032,RT @BD_AQROU: データタブからデータ（ファイル）のインポートえらんでcsv選んで読み込んでもろて。csvをダブルクリックでExcelで開く設定にするんじゃないよ。早くお行き！（こういうネタ好きマン）
1627105685207932928,"『 Windows + Shift + S 』
指定範囲のスクリーンショットを撮影してクリップボードへ送る

『Ctrl + V』や『Windows + V』で貼り付け可能な状態になります
範囲指定モードの時に方向キーを押すと位置の微調整、Ctrlキーで始点・終点を確定します！ https://t.co/zX7pt5x5wg"
1626978895697416192,"@324221 なんとなく、そうだろうと思ったのですが
まるごと一冊VLOOKUPという本もあるので、SUMIFSもと思ってしまいました笑

Twitterで流れるのは初歩的なものも多いですよね"
